crse_id,"subject","catalog_nbr","course_title_long","descrlong",units_minimum,units_maximum,crse_offer_nbr,term
3707,"VPA"," 209","Day of the Dead Workshop","This ceremony is a community building practice that helps integrate the past histories with the present memories of the students and faculty involving student-made altars, Aztec dancers, musicians, and a candle light procession. (Offered fall semester.)",2,4,1,2164
2076,"KIN"," 596","Sp Top Intern: Sport Mktg/Mgmt","Enables graduate students to enrich Kinesiology 300 or 400 level courses to satisfy graduate level requirements.  Prior to enrolling in the course, students must seek instructor permission, provide a description of the course content, and submit a proposal to explain how additional and enriched graduate level assignments will be implemented.  Needs to be approved by the faculty advisor, course instructor, dean, and program director.  (Offered as needed).",4,4,1,2164
2551,"MPA"," 340","Music Prod & Artistic Dev","Student bands and solo artists develop their sound, song writing, production skills, stage presence, and other assets required to be successful in the music business. Students are required to record and produce. Students provide own instruments. Music Majors Only. (Offered spring semester.)

[Prereq: (MPA 102 and Music Majors Only) or (Equivalent and Instructor Consent)]",2,2,1,2164
1901,"IST"," 526","Interactive Multimedia Instruc","Interactive Multimedia for Instruction :  Study professional tools for media creation and select and use appropriate media tools to develop multimedia learning solutions to an instructional problem. Students build a multimedia prototype and conduct an evaluation to assess quality and usability of their project and make further revisions.

(Prereq: IST 522 and IST 524)",4,4,1,2164
2872,"SBS"," 480L","Ethno/Mexico/Queretaro Project","Optional lab for SBS 480, The Queretaro Project.  Provides opportunities for students to focus in depth on one or more topics or themes covered in SBS 480.  (Credit/No Credit Available)",1,6,1,2164
5082,"EMUS"," 706","Classical Music for the Young","",2,2,1,2164
4454,"SL"," 320","Preparation for International Service Experience","This course provides preparation for students who will be involved in international service experiences.  Students study about cultural, economic, political, and historical issues relevant to the region where they will be serving.  Students examine issues underlying international service, including neo-colonialism, cultural imperialism and models of charity versus social change. (Credit/No Credit Available)",2,4,1,2164
5032,"MSCI"," 310","Small Boat Field Techniques","Students use CSUMB's small trailerable research vessels as platforms for off-shore environmental sampling, ROV operations, scuba diving, and other boat-based marine and fresh water research techniques. Prior small boat certification required. A course fee may be required. Credit/ No Credit Available.

[Prereq: (MSCI 270 or MSCI 271) and (PHYS 150 or PHYS 220)]",4,4,1,2164
391,"CHIN"," 596","Field Studies","Individualizes student placement for in-depth field study.",1,6,1,2164
1524,"HCOM"," 497","Independent Study","Student and faculty member select topic of study and number of credits. (Offered occasionally.)",1,6,1,2164
4097,"LS"," 384","Issues in Comparative and International Education","This course introduces students to issues in comparative and international education in the context of a changing and interrelated global society. Topics include historical events and processes that have impacted international education and the views of U.S. educators on issues like national security, development education, globalism, colonialism, and ethno-nationalism.  Education in Europe, Latin America, Asia, and Africa are also studied. (May be classroom-based, hybrid or online.)",1,3,1,2164
2038,"KIN"," 375","Motor Behavior","Provides first experience with the body of knowledge known as motor behavior.  Includes theories of motor control and motor learning, biological perspectives including the central nervous system, and motor neurons.  Also offers learning perspectives related to motor learning and motor control including sensory systems, vision, memory, and multidimensional learning and social perspectives including practice and group dynamics. (Offered as needed).",3,3,1,2164
2518,"MPA"," 229","African Dancing","",1,1,1,2164
5307,"HOSP"," 471","Ecotourism Management","Focuses on management issues and implications on ecotourism businesses. Topics include examining basic elements of ecotourism,  the ecotourism market and market trends, green guidelines for operating a successful ecotourism  business, ecotourism  certification processes, and  the  special needs  of  eco-tourists  and  local communities.  (Sections  may be  offered  as classroom-based,  hybrid or online courses.)

[Prereq: ENVS 201 and (BUS 305 or ENVS 284 or SBS 251)]",4,4,1,2164
1063,"ENVS"," 380","Envrnmntl & Resource Econ","Applies theories and tools of economics to allocation of natural resources, causes of environmental damage, and the link between economics and environmental change. (Offered fall semester of odd years.)

[Prereq: (ENVS 280 or ENVS 284) and (MATH 151)]",4,4,1,2164
